날짜,시군구지역코드,발생건수(건)
2023-10-04,48730,120
2023-10-04,48740,101
2023-10-04,48820,112
2023-10-04,48840,79
2023-10-04,48850,102
2023-10-04,48860,67
2023-10-04,48870,105
2023-10-04,48880,186
2023-10-04,48890,92
2023-10-04,49110,967
2023-10-04,49130,311
2023-10-05,11110,174
2023-10-05,11140,190
2023-10-05,11170,286
2023-10-05,11200,401
2023-10-05,11215,490
2023-10-05,11230,550
2023-10-05,11260,518
2023-10-05,11290,514
2023-10-05,11305,334
2023-10-05,11320,329
2023-10-05,11350,639
2023-10-05,11380,797
2023-10-05,11410,472
2023-10-05,11440,475
2023-10-05,11470,424
2023-10-05,11500,711
2023-10-05,11530,509
2023-10-05,11545,308
2023-10-05,11560,478
2023-10-05,11590,597
2023-10-05,11620,688
2023-10-05,11650,413
2023-10-05,11680,587
2023-10-05,11710,752
2023-10-05,11740,527
2023-10-05,26110,62
2023-10-05,26140,181
2023-10-05,26170,162
2023-10-05,26200,184
2023-10-05,26230,512
2023-10-05,26260,411
2023-10-05,26290,441
2023-10-05,26320,383
2023-10-05,26350,574
2023-10-05,26380,324
2023-10-05,26410,320
2023-10-05,26440,151
2023-10-05,26470,321
2023-10-05,26500,259
2023-10-05,26530,239
2023-10-05,26710,239
2023-10-05,27110,126
2023-10-05,27140,567
2023-10-05,27170,268
2023-10-05,27200,292
2023-10-05,27230,630
2023-10-05,27260,616
2023-10-05,27290,778
2023-10-05,27710,328
2023-10-05,28110,203
2023-10-05,28140,67
2023-10-05,28170,0
2023-10-05,28185,487
2023-10-05,28200,754
2023-10-05,28237,555
2023-10-05,28245,351
2023-10-05,28260,742
2023-10-05,28710,113
2023-10-05,28720,20
2023-10-05,29110,164
2023-10-05,29140,377
2023-10-05,29155,323
2023-10-05,29170,631
2023-10-05,29200,492
2023-10-05,30110,396
2023-10-05,30140,406
2023-10-05,30170,732
2023-10-05,30200,416
2023-10-05,30230,266
2023-10-05,31110,247
2023-10-05,31140,448
2023-10-05,31170,173
2023-10-05,31200,287
2023-10-05,31710,277
2023-10-05,36110,529
2023-10-05,41111,319
2023-10-05,41113,421
2023-10-05,41115,220
2023-10-05,41117,462
2023-10-05,41131,303
2023-10-05,41133,306
2023-10-05,41135,567
2023-10-05,41150,609
2023-10-05,41171,296
2023-10-05,41173,332
2023-10-05,41190,987
2023-10-05,41210,392
2023-10-05,41220,590
2023-10-05,41250,106
2023-10-05,41271,344
2023-10-05,41273,317
2023-10-05,41281,535
2023-10-05,41285,317
2023-10-05,41287,378
2023-10-05,41290,89
2023-10-05,41310,332
2023-10-05,41360,1006
2023-10-05,41370,227
2023-10-05,41390,609
2023-10-05,41410,261
2023-10-05,41430,178
2023-10-05,41450,497
2023-10-05,41461,294
2023-10-05,41463,466
2023-10-05,41465,388
2023-10-05,41480,537
2023-10-05,41500,178
2023-10-05,41550,244
2023-10-05,41570,577
2023-10-05,41590,1033
2023-10-05,41610,525
2023-10-05,41630,341
2023-10-05,41650,154
2023-10-05,41670,101
2023-10-05,41800,73
2023-10-05,41820,84
2023-10-05,41830,213
2023-10-05,42130,0
2023-10-05,42150,0
2023-10-05,42170,0
2023-10-05,42720,0
2023-10-05,42750,1
2023-10-05,42760,0
2023-10-05,42770,0
2023-10-05,42790,0
2023-10-05,42810,0
2023-10-05,42830,0
2023-10-05,43111,297
2023-10-05,43112,262
2023-10-05,43113,339
2023-10-05,43114,309
2023-10-05,43130,210
2023-10-05,43150,174
2023-10-05,43720,36
2023-10-05,43730,119
2023-10-05,43740,96
2023-10-05,43745,29
2023-10-05,43750,147
2023-10-05,43760,42
2023-10-05,43770,151
2023-10-05,43800,32
2023-10-05,44131,240
2023-10-05,44133,376
